"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.00035985152325186,0.697684694883037,0.253,0.171,1,"2","AEBP1"
5.51460485401377e-10,0.697516322934326,0.547,0.377,7.47504687961567e-06,"2","CLU"
4.06648778028025e-06,0.693323781753892,0.266,0.156,0.0551212418616987,"2","NDUFV1"
0.000171826515689696,0.64998795285174,0.25,0.161,1,"2","ATP6V0C"
1.69124108797431e-11,0.627063637752965,0.725,0.54,2.29247729474917e-07,"2","RPL36"
3.67290541086202e-05,0.624594123283045,0.328,0.222,0.497862328442347,"2","C1QB"
0.0012878475054579,0.620676864387196,0.272,0.196,1,"2","C1R"
0.000159627337198413,0.61955605663778,0.341,0.246,1,"2","UBB"
5.33305168559669e-05,0.582738831106653,0.388,0.283,0.722895155982631,"2","NNMT"
0.0040664282228224,0.580447019598663,0.256,0.189,1,"2","TMEM176B"
6.13120602141588e-07,0.579306999751994,0.459,0.314,0.00831084976202922,"2","RPS9"
0.0024882039343882,0.563292298559596,0.4,0.336,1,"2","C1S"
0.00394524977819062,0.551877867401892,0.275,0.208,1,"2","BGN"
0.00182295799701927,0.549228288987943,0.288,0.213,1,"2","TAGLN2"
1.63378221171492e-05,0.496323964083357,0.622,0.486,0.221459178797957,"2","RPL29"
0.00139942519648415,0.454148950556609,0.338,0.253,1,"2","NME2"
0.00178999799289336,0.424652346991239,0.519,0.433,1,"2","CST3"
2.26899472296045e-05,0.400468353492428,0.697,0.561,0.307562234697289,"2","RPL8"
8.33412903592633e-05,0.400275133343591,0.397,0.287,1,"2","MT-CO1"
0.00202719354131753,0.399874773956842,0.281,0.203,1,"2","ANXA2"
0.00538534983981038,0.359937230411427,0.431,0.353,1,"2","CTSD"
0.000274911479392485,0.326376011956433,0.494,0.375,1,"2","IGHG1"
1.16195892965122e-08,0.283999349607091,0.847,0.675,0.000157503532914223,"2","IGHG4"
0.000224360968190221,0.27213378533295,0.672,0.549,1,"2","RPS15"
0.00547438094763242,0.271636347903889,0.644,0.53,1,"2","IGLC2"
1.20434537709371e-32,2.40196522840932,0.26,0.052,1.63249015865053e-28,"3","SELL"
4.18700952828771e-31,2.21696865103659,0.267,0.057,5.67549141559399e-27,"3","SIGIRR"
