"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.00414850884488943,1.43468822119286,0.25,0.095,1,"3","TAP1"
0.00185260595354803,1.36740248014495,0.312,0.124,1,"3","COX6A1"
0.00321368703264501,1.36380473503635,0.25,0.091,1,"3","PKM"
0.00482963625297519,1.36304482190796,0.312,0.139,1,"3","TPI1"
2.57267301722578e-05,1.27866882177576,0.531,0.207,0.353768266598717,"3","RPS24"
3.93289234948523e-05,1.26822707505412,0.438,0.152,0.540812026977714,"3","EZR"
3.54726711307363e-09,1.22108409165497,0.938,0.511,4.87784700718754e-05,"3","HLA-B"
0.00443167136964513,1.18076423380378,0.344,0.154,1,"3","TPM1"
0.000297356292631035,1.13577677903047,0.438,0.176,1,"3","RPL27"
0.00165182902010361,1.13577677903047,0.375,0.159,1,"3","TUBB"
4.50394596646673e-05,1.11521545654815,0.562,0.231,0.61933760984884,"3","MIF"
6.8856263413369e-05,1.10982832699283,0.625,0.282,0.946842478197237,"3","GAPDH"
1.7624744850318e-08,1.10695950660935,0.906,0.424,0.000242357866436723,"3","HLA-A"
1.73221813238372e-05,1.09682314468589,0.625,0.261,0.238197315384085,"3","TAPBP"
0.0084025199377249,1.08158467866687,0.312,0.141,1,"3","COL4A2"
0.00426204287408941,1.06557776774655,0.438,0.228,1,"3","CD63"
2.37130623874386e-07,1.03635360070678,0.969,0.537,0.00326078320889668,"3","TMSB10"
0.00639188271895431,1.03455472885167,0.438,0.243,1,"3","ATP5F1E"
0.0068913657999016,1.02615228785597,0.344,0.158,1,"3","SYNGR2"
4.9910198571089e-06,1.00492069353078,0.844,0.418,0.0686315140551044,"3","ACTG1"
6.96255463716354e-05,0.963844409738365,0.781,0.407,0.957420888156359,"3","FTH1"
0.00215528765128027,0.932493180641724,0.438,0.2,1,"3","EIF1"
0.0011143889162867,0.834417523356892,0.625,0.331,1,"3","RPL22"
0.00804743375797991,0.642237306072905,0.656,0.394,1,"3","IGFBP7"
0.000902357839095377,0.555470640740532,0.812,0.504,1,"3","HLA-DRA"
0.00116169948395424,0.551170807420451,0.906,0.666,1,"3","B2M"
