Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000224387,AL139246.1,0.0,0.5826286703126691,1.0,0.0006950282359534587,0.35607670484572296,1.0,0.0,1.6146855819997263,1.0
ENSG00000157881,PANK4,0.010169149204746274,-1.0362811623318242,1.0,0.027106101202184887,1.356076704845722,0.3283172664173006,0.009079815818896594,-0.9088763740572876,0.9524220367883935
ENSG00000197921,HES5,0.0,0.5826286703126691,1.0,0.0006950282359534587,0.35607670484572296,1.0,0.0,1.6146855819997263,1.0
ENSG00000272449,AL139246.5,0.013558865606328368,-0.2474463282450179,1.0,0.019460790606696844,0.6290951992521387,1.0,0.009079815818896594,-0.5947677836292238,1.0
ENSG00000238164,TNFRSF14-AS1,0.0406765968189851,-0.002333830408487003,1.0,0.04656689180888173,0.44353954609606205,1.0,0.021186236910758723,-0.9088763740572876,0.8553951825664012
ENSG00000157873,TNFRSF14,0.3406664983590002,0.38285915793689207,1.0,0.2794013508532904,-0.028206255918612477,1.0,0.18462292165089744,-0.6695228469384786,0.5968032175161567
ENSG00000228037,AL139246.3,0.006779432803164184,0.20411704705893907,1.0,0.0055602258876276695,-0.643923295154277,1.0,0.012106421091862126,1.2361739587459954,1.0
ENSG00000157870,PRXL2B,0.07457376083480602,0.7525536717549817,1.0,0.05143208946055594,-0.05896079443312097,1.0,0.015133026364827658,-1.6951696805870622,0.12914879498244308
ENSG00000142606,MMEL1,0.005084574602373137,0.58262867031267,1.0,0.0034751411797672932,-0.643923295154277,1.0,0.006053210545931063,1.0297230812785694,1.0
ENSG00000215912,TTC34,0.0,-0.4173713296873309,1.0,0.002085084707860376,1.356076704845723,1.0,0.0,0.6146855819997263,1.0
ENSG00000177133,PRDM16-DT,0.001694858200791046,1.582628670312669,1.0,0.0,-2.228885795875435,0.9531483696249904,0.0030266052729655316,2.6146855819997263,1.0
ENSG00000142611,PRDM16,0.003389716401582092,-0.1543369238535366,1.0,0.004865197651674211,0.034148609958359444,1.0,0.006053210545931063,0.8777199878335189,1.0
ENSG00000130762,ARHGEF16,0.005084574602373137,0.4127036688703578,1.0,0.004865197651674211,0.034148609958359444,1.0,0.0030266052729655316,0.15525396336242814,1.0
ENSG00000162591,MEGF6,0.07118404443322393,0.26742643861362003,1.0,0.05768734358413707,-0.2959999917339706,1.0,0.06961192127820723,0.22236815922096476,1.0
ENSG00000158109,TPRG1L,0.06948918623243289,0.19358637956676983,1.0,0.0639425977077182,0.012592466591912377,1.0,0.05145228964041404,-0.2814786070157349,1.0
ENSG00000116213,WRAP73,0.02033829840949255,-0.47181911370970653,1.0,0.03127627061790564,0.4873212381239753,1.0,0.024212842183724253,-0.07337041168553426,1.0
